     site  yield          wt      variety 
1250    8 1.7750  11.2322721       WW2338
1251    8 1.7770  11.2773372       WW2340
1252    8 1.8940  11.2777380       WW2341
1253    8 1.8690  11.2755206       WW2422
1254    8 1.8750  11.1824486       WW2423
1255    8 1.9070  11.2718684       WW2449
1256    8 1.8390  11.1824774       WW2450
1257    8 1.7960  11.2312056       WW2451
1258    8 1.7800  11.2717545       WW2453
1259    8 1.8390  11.1952896       WW2456
1260    8 1.8050  11.3579376       WW2457
1261    8 1.8010  11.2246622       WW2519
1262    8 1.8700  10.4852289       WW2520
1263    8 1.7220  10.4832638       WW2529
1264    9 5.9980   5.1015714 (WqKPWmH*3Ag
1265    9 5.1740   1.3173216   24IBWSN005
1266    9 5.6650   1.3050585   24IBWSN006
1267    9 5.6530   1.2279489   24IBWSN012
1268    9 5.4040   1.2939161   24IBWSN185
1269    9 4.6240   1.2907186   24IBWSN222
1270    9 4.6680   1.2250032   24IBWSN228
1271    9 5.1810   1.1379194   24IBWSN267
1272    9 5.1260   1.2987306   24IBWSN288
1273    9 5.2290   1.3089097   25IBWSN001
1274    9 5.1430   1.3118840   25IBWSN067
1275    9 5.7530   1.3121529   25IBWSN070
1276    9 4.7160   1.3128988   25IBWSN243
1277    9 5.2980   1.3127851      385W108
1278    9 5.5540   1.3262818       385W89
1279    9 5.8250   1.3175587      386W327
1280    9 5.9160   1.2611579      386W372
1281    9 5.5710   1.2994856      386W373
1282    9 5.5450   1.3083606      386W443
1283    9 5.5560   1.2790553      485WW38
1284    9 5.6500   1.3174375      486W124
1285    9 5.0390   1.3000992      486W175
1286    9 4.6910   0.8671823     486WW197
1287    9 5.3580   1.2788060      487W100
1288    9 5.6020   1.2398782       487W77
1289    9 5.7840   1.3100787     83Y:1308
1290    9 4.5850   1.2270340     84Y:1426
1291    9 5.1130   1.2962726     84Y:1430
1292    9 5.7320   1.3058972     85W:1487
1293    9 5.5610   1.3250243     85Z:1379
1294    9 5.4850   1.2934673     86Z:1484
1295    9 4.5070   1.3048171     86Z:1494
1296    9 4.8630   5.1933481      BARUNGA
1297    9 5.7400   1.3176591   CO3440-815
1298    9 5.4890   1.3041756   CO3603-103
1299    9 5.7020   1.3099467   CO3617-046
1300    9 5.8410   1.2583309   CO3644-207
1301    9 5.7660   1.3180338   CO3644-208
1302    9 5.6520   1.3049723   CO3644-222
1303    9 5.3270   1.2280985   CO3645-213
1304    9 5.4550   1.3001941   CO3938-011
1305    9 5.6760   1.2218672   CO3938-027
1306    9 5.2260   1.3017704   CO3958-001
1307    9 5.8340   1.2611162   CO4015-108
1308    9 5.6770   1.3024609   CO4025-221
1309    9 5.5870   1.3067185   CO4040-204
1310    9 4.9980   1.3130862   CO4101-321
1311    9 5.6950   1.2979861   CO4101-338
1312    9 5.3960   1.3087428   CO4102-317
1313    9 5.1220   1.3129738   CO4106-301
1314    9 5.6180   1.2347845   CO4108-310
1315    9 5.1120   1.3123393   CO4108-314
1316    9 5.7660   1.3044377   CO4109-311
1317    9 5.0950   1.2987156   CO4109-318
1318    9 5.2950   1.3128236   CO4110-303
1319    9 5.2950   1.3125223   CO4110-308
1320    9 5.2050   1.2982226   CO4110-309
1321    9 5.4090   1.2278766   CO4110-313
1322    9 4.9410   1.2907489   CO4110-314
1323    9 5.2340   1.2636672   CO4110-316
1324    9 5.3940   1.2841821   CO4110-321
1325    9 4.9590   1.3129374   CO4112-306
1326    9 5.1960   1.3162130   CO4113-314
1327    9 5.2070   1.3135745   CO4113-316
1328    9 5.2260   0.8622317   CO4113-332
1329    9 5.2950   1.2838784   CO4113-337
1330    9 5.2930   1.2904187   CO4114-313
1331    9 5.6640   1.3246244   CO4114-330
1332    9 4.7320   1.3041397   CO4114-347
1333    9 5.3720   1.3103049   CO4138-307
1334    9 5.0670   1.3136663   CO4138-316
1335    9 5.1450   1.3075147   CO4151-304
1336    9 5.0170   1.3034991   CO4151-306
1337    9 5.0860   1.3124897   CO4151-310
1338    9 4.8810   1.2837681   CO4151-330
1339    9 5.1000   1.2648236   CO4151-331
1340    9 5.1030   1.3128645   CO4151-339
1341    9 5.2320   1.3265737   CO4176-303
1342    9 4.4600   1.3080145   CO4177-304
1343    9 4.8240   1.3262894   CO4177-305
1344    9 5.2720   1.3048142   CO4177-309
1345    9 5.4840   1.2505885     CORRIGIN
1346    9 5.7890   1.3172657 DT18883;DT36
1347    9 5.2440   1.2273075  DT68586-132
1348    9 5.4100   1.3049269  DT68726-106
1349    9 5.2360   1.2692123  DT82241-105
1350    9 5.6280   1.3084535 DT91898;SR13
1351    9 5.8040   1.3043414    EXCALIBUR
1352    9 5.2750   1.3047888      HALBERD
1353    9 5.7810   1.1946372   HW305-42-6
1354    9 5.5350   1.3036241   HW305-69-1
1355    9 5.6560   5.1759843         JANZ
1356    9 5.0400   1.3131099        K3032
1357    9 5.3520   1.3294752        K3037
1358    9 5.1740   1.3232066        K3045
1359    9 5.4460   1.2852210        K3057
1360    9 5.1250   1.3169244        K3058
1361    9 4.9200   1.3056173        K3059
1362    9 5.1150   1.2992559        M5428
1363    9 5.2430   1.3135794        M5429
1364    9 5.3990   1.3122630        M5484
1365    9 5.4490   1.3104708        M5487
1366    9 5.3390   5.2451957      MACHETE
1367    9 5.5860   5.1149464      MEERING
1368    9 5.3970   1.3127349   NR12-1-427
1369    9 5.7820   1.2354950   NR12-1-429
1370    9 5.3990   1.3024765   NR12-1-431
1371    9 5.5050   1.3051794   NR12-1-432
1372    9 5.5120   1.3056250   NR12-1-434
1373    9 5.4000   1.3138599   NR12-1-435
1374    9 5.6600   1.3128878   NR12-2-403
1375    9 5.5970   1.3136230   NR12-2-405
1376    9 4.8230   1.2357945   NR12-2-408
1377    9 5.4650   1.2979730   NR12-2-411
1378    9 5.2950   1.3134975   NR12-5-401
1379    9 5.4360   1.1250505   NR12-8-401
1380    9 5.6840   1.3138304   NR12-8-402
1381    9 5.7660   1.3048316   NR12-8-408
1382    9 5.5190   1.1722116   NR12-9-403
1383    9 5.2060   1.3143822   NR12-9-404
1384    9 5.2980   1.2998416   NR12-9-405
1385    9 5.7460   1.3048115       RAC696
1386    9 5.6350   5.2602579        SPEAR
1387    9 5.6330   5.1871507      TATIARA
1388    9 5.5410   5.0309951      TRIDENT
1389    9 5.4420   1.3014471        VF664
1390    9 5.5540   1.3263452        VH302
1391    9 5.6010   1.3140236        VH314
1392    9 5.5660   1.3061246        VH782
1393    9 5.6290   1.3136572        VI184
1394    9 5.2850   1.3127500        VI193
1395    9 5.4760   1.2730665        VI341
1396    9 5.4450   1.3135106        VI375
1397    9 5.5740   1.2758053        VI727
1398    9 5.3960   1.3040555        VI729
1399    9 5.6120   1.3163199      WI94063
1400    9 5.6340   1.3176328      WI94091
1401    9 5.4590   1.3153292      WI94098
1402    9 5.9760   1.3128787      WI95060
1403    9 5.3230   1.3042204      WI95101
1404    9 5.6570   1.3130174      WI95109
1405    9 5.6310   1.3260035      WI95112
1406    9 5.1460   1.2996799       WW2338
1407    9 5.1020   1.3115575       WW2340
1408    9 5.5780   1.3130497       WW2341
1409    9 5.0750   1.3135452       WW2422
1410    9 5.4860   1.3045646       WW2423
1411    9 4.9840   1.3127531       WW2449
1412    9 5.7060   1.3050233       WW2450
1413    9 5.3340   1.2994035       WW2451
1414    9 5.4500   1.3137768       WW2453
1415    9 5.6450   1.3074519       WW2456
1416    9 5.1450   1.3089741       WW2457
1417    9 5.4090   1.2994047       WW2519
1418    9 5.8280   1.2371093       WW2520
1419    9 5.3580   1.2370101       WW2529
1420   10 3.2740  14.6809254 (WqKPWmH*3Ag
1421   10 3.2600   3.6818227   24IBWSN005
1422   10 3.2080   3.6928751   24IBWSN006
1423   10 3.3410   3.6134912   24IBWSN012
1424   10 3.1690   3.6841748   24IBWSN185
1425   10 2.9790   3.6911612   24IBWSN222
1426   10 2.9440   3.5981329   24IBWSN228
1427   10 3.1400   3.5107371   24IBWSN267
1428   10 3.0270   3.6996727   24IBWSN288
1429   10 3.2320   3.7013846   25IBWSN001
1430   10 3.2790   3.6937951   25IBWSN067
1431   10 3.1440   3.6970606   25IBWSN070
1432   10 3.3250   3.6985135   25IBWSN243
1433   10 3.3870   3.6996845      385W108
1434   10 3.4790   3.7012865       385W89
1435   10 3.5410   3.6914049      386W327
1436   10 3.5190   3.6936989      386W372
1437   10 3.4080   3.7035897      386W373
1438   10 3.1510   3.7002676      386W443
1439   10 3.1460   3.7013773      485WW38
1440   10 3.0130   3.6880094      486W124
1441   10 2.5440   3.6919808      486W175
1442   10 3.5820   3.6923246     486WW197
1443   10 3.1700   3.6966607      487W100
1444   10 3.4930   3.5916206       487W77
1445   10 3.4650   3.6967362     83Y:1308
1446   10 3.2330   3.6138329     84Y:1426
1447   10 3.4690   3.6765238     84Y:1430
1448   10 3.4090   3.6953058     85W:1487
1449   10 3.4430   3.7433876     85Z:1379
1450   10 3.3320   3.6827058     86Z:1484
1451   10 3.6030   3.6885039     86Z:1494
1452   10 2.8300  14.6603531      BARUNGA
1453   10 3.2450   3.6861102   CO3440-815
1454   10 3.1860   3.6919247   CO3603-103
1455   10 3.2080   3.6864401   CO3617-046
1456   10 3.2240   3.6931331   CO3644-207
1457   10 3.1100   3.6909842   CO3644-208
1458   10 3.0750   3.6920403   CO3644-222
1459   10 3.2580   3.6086779   CO3645-213
1460   10 2.6570   3.6864541   CO3938-011
1461   10 3.2900   3.5936885   CO3938-027
1462   10 2.6450   3.6852610   CO3958-001
1463   10 3.1520   3.6917766   CO4015-108
1464   10 3.2130   3.6207223   CO4025-221
1465   10 3.0300   3.6874480   CO4040-204
1466   10 2.9450   3.6994706   CO4101-321
1467   10 3.3350   3.6886003   CO4101-338
1468   10 2.6700   3.6177555   CO4102-317
1469   10 2.8280   3.6940682   CO4106-301
1470   10 3.0350   3.5398621   CO4108-310
1471   10 2.9430   3.7004036   CO4108-314
1472   10 3.0830   3.6934462   CO4109-311
1473   10 2.9960   3.7002188   CO4109-318
1474   10 3.1870   3.7010568   CO4110-303
1475   10 2.9270   3.6982617   CO4110-308
1476   10 2.8160   3.6898530   CO4110-309
1477   10 2.7780   3.6120120   CO4110-313
1478   10 2.8990   3.6923072   CO4110-314
1479   10 2.8770   3.6924869   CO4110-316
1480   10 3.0240   3.6937838   CO4110-321
1481   10 2.8750   3.6897450   CO4112-306
1482   10 2.8430   3.7010818   CO4113-314
1483   10 2.6810   3.7007938   CO4113-316
1484   10 2.6390   3.6924303   CO4113-332
1485   10 2.6830   3.6937126   CO4113-337
1486   10 2.6400   3.6928024   CO4114-313
1487   10 3.0580   3.7011692   CO4114-330
1488   10 2.6340   3.6912101   CO4114-347
1489   10 3.0320   3.7011666   CO4138-307
1490   10 2.9450   3.7011053   CO4138-316
1491   10 2.8680   3.6935604   CO4151-304
1492   10 2.9510   3.6885056   CO4151-306
1493   10 2.8990   3.6973763   CO4151-310
1494   10 2.5680   3.7013780   CO4151-330
1495   10 2.5970   2.4589929   CO4151-331
1496   10 2.7310   3.7029365   CO4151-339
1497   10 2.7200   3.7011027   CO4176-303
1498   10 2.8670   3.6937427   CO4177-304
1499   10 2.9670   3.7013804   CO4177-305
1500   10 2.8380   3.6937617   CO4177-309
1501   10 3.2790   2.3870718     CORRIGIN
1502   10 3.2280   3.6939284 DT18883;DT36
1503   10 2.9100   3.6021416  DT68586-132
1504   10 2.7680   3.6899967  DT68726-106
1505   10 2.7610   3.6867326  DT82241-105
1506   10 2.9540   3.6955314 DT91898;SR13
1507   10 3.2650   3.6939287    EXCALIBUR
1508   10 2.8790   3.6894170      HALBERD
1509   10 2.8370   3.6111122   HW305-42-6
1510   10 2.9550   3.6939741   HW305-69-1
1511   10 2.9530  14.7337983         JANZ
1512   10 2.6060   3.6999452        K3032
1513   10 2.9340   3.7005063        K3037
1514   10 2.8930   3.7007593        K3045
1515   10 3.1260   3.6874800        K3057
1516   10 2.7850   3.6205856        K3058
1517   10 2.3670   3.6960816        K3059
1518   10 2.5050   3.6967409        M5428
1519   10 2.6760   3.6966716        M5429
1520   10 2.3600   3.6982599        M5484
1521   10 2.5090   3.6936707        M5487
1522   10 3.2610  14.8003242      MACHETE
1523   10 2.7680  14.7289764      MEERING
1524   10 3.2290   3.7033593   NR12-1-427
1525   10 3.1300   3.6075648   NR12-1-429
1526   10 3.2890   3.6866176   NR12-1-431
1527   10 3.2310   3.6937823   NR12-1-432
1528   10 3.3650   3.6776589   NR12-1-434
1529   10 3.1050   3.6997748   NR12-1-435
1530   10 2.7850   3.7011182   NR12-2-403
1531   10 2.9750   3.6976799   NR12-2-405
1532   10 3.3890   3.6191716   NR12-2-408
1533   10 3.3310   3.6934124   NR12-2-411
1534   10 2.8080   3.6986784   NR12-5-401
1535   10 2.7790   3.4123938   NR12-8-401
1536   10 3.2290   3.6940615   NR12-8-402
1537   10 3.4160   3.6884535   NR12-8-408
1538   10 2.9730   3.6148780   NR12-9-403
1539   10 3.1890   3.7031588   NR12-9-404
1540   10 3.0620   3.6269810   NR12-9-405
1541   10 3.2200   3.6890434       RAC696
1542   10 3.0690  14.7814867        SPEAR
1543   10 2.8990  14.8053887      TATIARA
1544   10 3.3890  14.4651230      TRIDENT
1545   10 3.2930   3.6931790        VF664
1546   10 2.4780   3.6994972        VH302
1547   10 3.1000   3.7024936        VH314
1548   10 2.8400   3.7010829        VH782
1549   10 3.0790   3.7013787        VI184
1550   10 2.8820   3.7012526        VI193
1551   10 3.1360   3.6890284        VI341
1552   10 2.7820   3.7005536        VI375
1553   10 2.3110   3.6938814        VI727
1554   10 2.4330   3.6844298        VI729
1555   10 3.1480   3.7024686      WI94063
1556   10 2.6780   2.4601559      WI94091
1557   10 2.9680   3.6996775      WI94098
1558   10 3.0480   3.7008362      WI95060
1559   10 2.8750   3.6936237      WI95101
1560   10 2.8870   3.7002521      WI95109
1561   10 2.6770   3.7011981      WI95112
1562   10 2.9280   3.7005081       WW2338
1563   10 2.8670   3.7031037       WW2340
1564   10 2.9840   3.6971651       WW2341
1565   10 2.9660   3.7005366       WW2422
1566   10 3.0950   3.6936646       WW2423
1567   10 3.1600   3.7011900       WW2449
1568   10 3.0960   3.6940525       WW2450
1569   10 2.9860   3.6997388       WW2451
1570   10 2.8440   3.6940992       WW2453
1571   10 3.2360   3.6939054       WW2456
1572   10 2.8060   3.6956173       WW2457
1573   10 3.0130   3.6904198       WW2519
1574   10 3.3370   3.6193614       WW2520
1575   10 2.8210   3.6159041       WW2529
1576   11 2.4310  20.7149469 (WqKPWmH*3Ag
1577   11 2.1630   4.1109384   24IBWSN005
1578   11 2.2310   4.0692045   24IBWSN006
1579   11 2.1410   4.1794055   24IBWSN012
1580   11 2.1080   4.2207713   24IBWSN185
1581   11 2.3200   4.1737429   24IBWSN222
1582   11 2.1930   4.2059628   24IBWSN228
1583   11 2.2010   4.2089766   24IBWSN267
1584   11 2.3930   4.1670051   24IBWSN288
1585   11 2.1580   4.1432060   25IBWSN001
1586   11 2.0450   4.1843095   25IBWSN067
1587   11 2.1450   4.1464455   25IBWSN070
1588   11 2.2240   4.2110457   25IBWSN243
1589   11 2.4680   4.1462276      385W108
1590   11 2.3970   4.2227028       385W89
1591   11 2.3360   4.0904817      386W327
1592   11 2.4090   4.1573680      386W372
1593   11 2.2440   4.1966835      386W373
1594   11 2.5420   3.8258530      386W443
1595   11 2.3130   3.8589521      485WW38
1596   11 2.4640   3.8835282      486W124
1597   11 1.8960   4.1754195      486W175
1598   11 2.1790   4.2140117     486WW197
1599   11 2.3030   4.2197537      487W100
1600   11 2.5110   4.0811025       487W77
1601   11 2.5970   4.1873843     83Y:1308
1602   11 1.9790   4.0860422     84Y:1426
1603   11 2.3420   4.1071516     84Y:1430
1604   11 2.2920   4.1538196     85W:1487
1605   11 2.3320   4.2046646     85Z:1379
1606   11 2.4030   4.1024926     86Z:1484
1607   11 2.3360   4.1259410     86Z:1494
1608   11 2.0830  20.8409834      BARUNGA
1609   11 2.3300   4.1751591   CO3440-815
1610   11 2.1260   4.1476875   CO3603-103
1611   11 2.2940   4.1608790   CO3617-046
1612   11 2.0800   4.1736705   CO3644-207
1613   11 1.9200   4.1371473   CO3644-208
1614   11 1.9080   4.1387383   CO3644-222
1615   11 2.3700   4.1392189   CO3645-213
1616   11 2.0760   4.1406568   CO3938-011
1617   11 2.1410   4.1746504   CO3938-027
1618   11 2.2090   4.1601189   CO3958-001
1619   11 2.4160   4.1441600   CO4015-108
1620   11 2.5000   4.1458686   CO4025-221
1621   11 2.1140   4.1432954   CO4040-204
1622   11 1.7480   4.2094766   CO4101-321
1623   11 2.3850   4.1890741   CO4101-338
1624   11 1.8030   4.2105024   CO4102-317
1625   11 2.1540   4.1892013   CO4106-301
1626   11 2.1840   4.2146167   CO4108-310
1627   11 2.0280   4.1848643   CO4108-314
1628   11 1.9740   4.2117930   CO4109-311
1629   11 1.9560   4.1865191   CO4109-318
1630   11 2.0930   4.1759613   CO4110-303
1631   11 2.2260   4.1469673   CO4110-308
1632   11 2.1030   4.1788644   CO4110-309
1633   11 2.1600   4.1476062   CO4110-313
1634   11 2.3160   4.2111589   CO4110-314
1635   11 2.2390   4.2115334   CO4110-316
1636   11 2.4510   4.1808610   CO4110-321
1637   11 1.8000   4.1381003   CO4112-306
1638   11 2.0160   4.2171159   CO4113-314
1639   11 1.9230   4.1872439   CO4113-316
1640   11 1.9130   4.1815612   CO4113-332
1641   11 2.1160   4.2143971   CO4113-337
1642   11 2.1760   4.0787990   CO4114-313
1643   11 2.4300   4.2071160   CO4114-330
1644   11 1.9550   4.2046371   CO4114-347
1645   11 2.0310   4.1741843   CO4138-307
1646   11 2.0040   4.1785258   CO4138-316
1647   11 1.9010   4.1427115   CO4151-304
1648   11 1.9270   4.1482238   CO4151-306
1649   11 1.9150   4.0844621   CO4151-310
1650   11 1.7380   4.1437801   CO4151-330
1651   11 1.5930   4.1671880   CO4151-331
1652   11 1.8520   4.1830604   CO4151-339
1653   11 1.9250   4.2087086   CO4176-303
1654   11 1.9980   4.1784417   CO4177-304
1655   11 1.9830   4.2073935   CO4177-305
1656   11 1.7860   4.2091617   CO4177-309
1657   11 2.7430  10.5769032     CORRIGIN
1658   11 2.3310   4.1773169 DT18883;DT36
1659   11 2.1480   4.1429214  DT68586-132
1660   11 2.0410   4.1688559  DT68726-106
1661   11 1.7020   4.1415075  DT82241-105
1662   11 2.0910   4.1790933 DT91898;SR13
1663   11 2.3710   4.0686703    EXCALIBUR
1664   11 1.9740   4.0209341      HALBERD
1665   11 2.1710   4.1822217   HW305-42-6
1666   11 2.0850   4.0826880   HW305-69-1
1667   11 2.0960  20.6572577         JANZ
1668   11 1.6660   4.0634440        K3032
1669   11 1.6630   4.0161678        K3037
1670   11 1.8310   4.2034888        K3045
1671   11 2.0910   4.1944773        K3057
1672   11 1.9100   3.9972431        K3058
1673   11 1.7320   4.1673153        K3059
1674   11 1.6820   4.2136818        M5428
1675   11 1.8000   4.1434929        M5429
1676   11 1.7260   4.2114375        M5484
1677   11 1.6240   4.1915193        M5487
1678   11 2.0750  20.7620247      MACHETE
1679   11 1.9770  20.9131811      MEERING
1680   11 2.3780   4.1853416   NR12-1-427
1681   11 2.4080   4.1814701   NR12-1-429
1682   11 2.4570   4.2081388   NR12-1-431
1683   11 2.4150   4.0394410   NR12-1-432
1684   11 2.5390   4.0773763   NR12-1-434
1685   11 2.3400   4.1454235   NR12-1-435
1686   11 1.8170   4.1884426   NR12-2-403
1687   11 2.0630   4.1808629   NR12-2-405
1688   11 2.3670   4.2238337   NR12-2-408
1689   11 2.2740   4.1973198   NR12-2-411
1690   11 1.9240   4.2087967   NR12-5-401
1691   11 2.2870   4.1872192   NR12-8-401
1692   11 2.7050   4.0337744   NR12-8-402
1693   11 1.9880   4.1858540   NR12-8-408
1694   11 2.2890   4.2264495   NR12-9-403
1695   11 2.2700   4.1498237   NR12-9-404
1696   11 1.9180   4.1659232   NR12-9-405
1697   11 2.1670   4.1698469       RAC696
1698   11 2.4170  20.9103248        SPEAR
1699   11 1.8680  19.5876556      TATIARA
1700   11 2.4130  20.2163266      TRIDENT
1701   11 2.2430   4.1475741        VF664
1702   11 1.8010   4.1565963        VH302
1703   11 2.0800   4.2010508        VH314
1704   11 1.8820   4.1068803        VH782
1705   11 2.2550   4.1425402        VI184
1706   11 1.9530   4.2050529        VI193
1707   11 1.8800   4.2184195        VI341
1708   11 2.0740   4.2027535        VI375
1709   11 1.5990   4.1996270        VI727
1710   11 1.5880   4.2147177        VI729
1711   11 2.2080   4.2058398      WI94063
1712   11 1.9380   4.1808673      WI94091
1713   11 2.2180   4.1670392      WI94098
1714   11 2.4430   4.1871593      WI95060
1715   11 2.2580   4.1770390      WI95101
1716   11 2.2180   4.1829157      WI95109
1717   11 1.9290   4.0524290      WI95112
1718   11 1.9990   4.2238048       WW2338
1719   11 2.1190   4.1853257       WW2340
1720   11 2.1710   4.2162061       WW2341
1721   11 1.8200   4.2140780       WW2422
1722   11 1.9210   4.2153756       WW2423
1723   11 1.9460   4.2224680       WW2449
1724   11 2.0600   4.1160244       WW2450
1725   11 1.9490   4.2255203       WW2451
1726   11 2.0080   4.0636422       WW2453
1727   11 2.0030   4.2160931       WW2456
1728   11 1.9940   4.2053143       WW2457
1729   11 2.0100   4.1985496       WW2519
1730   11 2.0620   4.2308645       WW2520
1731   11 2.0510   4.1962054       WW2529
1732   12 3.0600   7.7799383 (WqKPWmH*3Ag
1733   12 3.0620   1.9548316   24IBWSN005
1734   12 2.8480   1.9760827   24IBWSN006
1735   12 3.1910   1.9741009   24IBWSN012
1736   12 2.3410   1.9734123   24IBWSN185
1737   12 2.7990   1.9697545   24IBWSN222
1738   12 2.7220   1.9343158   24IBWSN228
1739   12 2.9260   1.9659474   24IBWSN267
1740   12 2.4140   1.9586689   24IBWSN288
1741   12 2.9680   1.9047778   25IBWSN001
1742   12 2.8040   1.8354720   25IBWSN067
1743   12 2.5660   1.9088482   25IBWSN070
1744   12 2.9700   1.9443603   25IBWSN243
1745   12 2.7430   1.9113948      385W108
1746   12 2.9110   1.9103633       385W89
1747   12 3.2530   1.9746945      386W327
1748   12 2.4600   1.9771132      386W372
1749   12 3.2420   1.9442377      386W373
1750   12 3.1360   1.9617815      386W443
1751   12 3.4510   1.9693553      485WW38
1752   12 3.1940   1.9754710      486W124
1753   12 2.2100   1.9806026      486W175
1754   12 2.9960   1.9529418     486WW197
1755   12 2.8400   1.9713694      487W100
1756   12 3.3940   1.9768789       487W77
1757   12 3.3800   1.9684272     83Y:1308
1758   12 2.8250   1.9374959     84Y:1426
1759   12 3.4460   1.9670678     84Y:1430
1760   12 3.2330   1.9667225     85W:1487
1761   12 2.8620   1.9592467     85Z:1379
1762   12 3.0300   1.9741319     86Z:1484
1763   12 2.2660   1.9681376     86Z:1494
1764   12 3.1000   7.8442101      BARUNGA
1765   12 3.1120   1.9769521   CO3440-815
1766   12 3.2110   1.9768998   CO3603-103
1767   12 3.1030   1.9535931   CO3617-046
1768   12 3.2590   1.9758150   CO3644-207
1769   12 3.1630   1.9766696   CO3644-208
1770   12 3.3750   1.9689399   CO3644-222
1771   12 2.9040   1.9755493   CO3645-213
1772   12 3.0660   1.9640242   CO3938-011
1773   12 2.8370   1.9765217   CO3938-027
1774   12 2.9350   1.9419184   CO3958-001
1775   12 3.2490   1.9779235   CO4015-108
1776   12 2.5420   1.9771376   CO4025-221
1777   12 3.5420   1.9787722   CO4040-204
1778   12 2.4800   1.9359531   CO4101-321
1779   12 3.2860   1.9612592   CO4101-338
1780   12 2.2670   1.9739529   CO4102-317
1781   12 3.5260   1.9737252   CO4106-301
1782   12 2.8510   1.9786676   CO4108-310
1783   12 2.7160   1.9616229   CO4108-314
1784   12 3.0850   1.9792359   CO4109-311
1785   12 2.7140   1.9648529   CO4109-318
1786   12 2.5450   1.9712919   CO4110-303
1787   12 2.9510   1.9081962   CO4110-308
1788   12 2.7890   1.9795274   CO4110-309
1789   12 2.7680   1.9455130   CO4110-313
1790   12 2.8300   1.9617927   CO4110-314
1791   12 2.8050   1.9080734   CO4110-316
1792   12 2.7380   1.9787124   CO4110-321
1793   12 2.1870   1.9808426   CO4112-306
1794   12 2.5460   1.9746586   CO4113-314
1795   12 3.0460   1.9232764   CO4113-316
1796   12 2.1330   1.9371240   CO4113-332
1797   12 2.4780   1.9075734   CO4113-337
1798   12 3.3280   1.9731234   CO4114-313
1799   12 3.3680   1.9794455   CO4114-330
1800   12 3.1950   1.9603557   CO4114-347
1801   12 2.8630   1.9265001   CO4138-307
1802   12 2.6000   1.9460172   CO4138-316
1803   12 2.4120   1.9763681   CO4151-304
1804   12 2.5810   1.9759811   CO4151-306
1805   12 2.5690   1.9784325   CO4151-310
1806   12 2.1150   1.9054101   CO4151-330
1807   12 2.2630   1.9768132   CO4151-331
1808   12 2.2280   1.9760004   CO4151-339
1809   12 2.8050   1.9647135   CO4176-303
1810   12 2.5490   1.9732683   CO4177-304
1811   12 2.7620   1.9763408   CO4177-305
1812   12 3.0280   1.9073300   CO4177-309
1813   12 3.4680   3.5810045     CORRIGIN
1814   12 2.9810   1.9740337 DT18883;DT36
1815   12 2.7810   1.9671226  DT68586-132
1816   12 3.1550   1.9738854  DT68726-106
1817   12 2.8750   1.9773770  DT82241-105
1818   12 2.9860   1.9775028 DT91898;SR13
1819   12 3.3090   1.9649356    EXCALIBUR
1820   12 2.5940   1.9770462      HALBERD
1821   12 3.2340   1.9696530   HW305-42-6
1822   12 3.0980   1.9774562   HW305-69-1
1823   12 3.1780   7.8338731         JANZ
1824   12 2.3510   1.9596311        K3032
1825   12 1.6150   1.9559334        K3037
1826   12 1.7800   1.9771209        K3045
1827   12 1.9110   1.9787258        K3057
1828   12 2.1060   1.9668819        K3058
1829   12 2.6530   1.9768341        K3059
1830   12 2.1240   1.9773268        M5428
1831   12 3.1010   1.9617276        M5429
1832   12 2.0050   1.9804997        M5484
1833   12 2.3460   1.9801373        M5487
1834   12 2.9700   7.8812139      MACHETE
1835   12 2.8920   7.8065788      MEERING
1836   12 2.9990   1.9774728   NR12-1-427
1837   12 2.4190   1.9663429   NR12-1-429
1838   12 2.6480   1.9655040   NR12-1-431
1839   12 2.6910   1.9796929   NR12-1-432
1840   12 2.7410   1.9792259   NR12-1-434
1841   12 2.8280   1.9779712   NR12-1-435
1842   12 2.4260   1.9786651   NR12-2-403
1843   12 2.3490   1.9808779   NR12-2-405
1844   12 3.2060   1.9697392   NR12-2-408
1845   12 3.2300   1.9674320   NR12-2-411
1846   12 2.4470   1.9704059   NR12-5-401
1847   12 2.4390   1.9807727   NR12-8-401
1848   12 2.6960   1.9822840   NR12-8-402
1849   12 2.5360   1.9106371   NR12-8-408
1850   12 2.7670   1.9716727   NR12-9-403
1851   12 2.2870   1.9788835   NR12-9-404
1852   12 2.1740   1.9768466   NR12-9-405
1853   12 3.4480   1.9777206       RAC696
1854   12 3.1300   1.9765279       RAC750
1855   12 3.1160   1.9796273       RAC779
1856   12 3.1640   1.9771193       RAC809
1857   12 3.7380   1.9114204       RAC826
1858   12 3.2690   1.9113674       RAC834
1859   12 2.8230   1.9762347       RAC841
1860   12 3.4670   1.9439149       RAC842
1861   12 3.3500   1.9795741       RAC843
1862   12 2.6580   1.9801889       RAC846
1863   12 2.8310   1.8785214       RAC849
1864   12 2.9660   1.9829096       RAC851
1865   12 3.1720   1.9742046       RAC852
1866   12 3.1330   1.9409468       RAC858
1867   12 2.7150   1.9687279       RAC859
1868   12 3.1300   1.8266863       RAC860
1869   12 2.9510   7.9109692        SPEAR
1870   12 3.2750   7.8550751      TATIARA
1871   12 3.2030   7.7854134      TRIDENT
1872   12 2.8930   1.9697969        VF664
1873   12 2.9840   1.9763656        VH302
1874   12 3.0750   1.9752470        VH314
